name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,clusters,centroid
HATS-34 b,1660.0,13.857,Gas Giant,2016,0.941,Jupiter,1.43,Jupiter,0.03166,0.0057494864,0.108,Transit,0,[2568.35918367]
HATS-35 b,1678.0,12.609,Gas Giant,2016,1.222,Jupiter,1.464,Jupiter,0.03199,0.004928131,0.306,Transit,0,[2568.35918367]
Kepler-718 b,4248.0,15.399,Gas Giant,2016,131.0,Jupiter,1.477,Jupiter,0.0322,0.0057494864,0.0,Transit,1,[5102.68080808]
Kepler-1402 b,4872.0,14.78,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0322,0.0054757018,0.0,Transit,1,[5102.68080808]
Kepler-707 b,1930.0,15.022,Super Earth,2016,2.33,Earth,1.33,Earth,0.0325,0.006023272,0.0,Transit,0,[2568.35918367]
Kepler-1146 b,2293.0,15.953,Super Earth,2016,2.04,Earth,1.23,Earth,0.0325,0.006570842,0.0,Transit,0,[2568.35918367]
Kepler-1217 b,4396.0,15.343,Super Earth,2016,4.62,Earth,1.99,Earth,0.0326,0.0054757018,0.0,Transit,1,[5102.68080808]
Kepler-586 b,2263.0,14.435,Neptune-like,2016,8.2,Earth,0.249,Jupiter,0.0331,0.0057494864,0.0,Transit,0,[2568.35918367]
Kepler-760 c,2585.0,15.181,Super Earth,2016,2.79,Earth,1.48,Earth,0.0333,0.0068446267,0.0,Transit,0,[2568.35918367]
GPX-1 b,2137.0,12.316,Gas Giant,2021,19.7,Jupiter,1.47,Jupiter,0.0338,0.0046543465,0.0,Transit,0,[2568.35918367]
Kepler-912 b,6539.0,15.668,Neptune-like,2016,8.25,Earth,0.25,Jupiter,0.0339,0.0068446267,0.0,Transit,1,[5102.68080808]
HATS-23 b,2084.0,13.84,Gas Giant,2017,1.47,Jupiter,1.86,Jupiter,0.03397,0.006023272,0.114,Transit,0,[2568.35918367]
Kepler-238 b,5868.0,15.297,Super Earth,2014,3.64,Earth,1.73,Earth,0.034,0.0057494864,0.0,Transit,1,[5102.68080808]
WASP-133 b,1824.0,12.891,Gas Giant,2016,1.16,Jupiter,1.21,Jupiter,0.0345,0.006023272,0.17,Transit,0,[2568.35918367]
Kepler-1438 b,3765.0,14.983,Terrestrial,2016,0.779,Earth,0.94,Earth,0.0346,0.0062970566,0.0,Transit,0,[2568.35918367]
Kepler-611 b,4552.0,14.734,Super Earth,2016,3.36,Earth,1.65,Earth,0.0351,0.006570842,0.0,Transit,1,[5102.68080808]
Kepler-1603 b,8848.0,15.397,Super Earth,2016,2.21,Earth,1.29,Earth,0.0351,0.0062970566,0.0,Transit,1,[5102.68080808]
Kepler-1949 b,8538.0,15.231,Neptune-like,2021,5.56,Earth,2.22,Earth,0.0352,0.006023272,0.0,Transit,1,[5102.68080808]
Qatar-7 b,2303.0,13.134,Gas Giant,2019,1.88,Jupiter,1.7,Jupiter,0.0352,0.0054757018,0.0,Transit,0,[2568.35918367]
Kepler-1073 d,2642.0,14.749,Super Earth,2021,2.82,Earth,1.488,Earth,0.0352,0.0068446267,0.0,Transit,0,[2568.35918367]
Kepler-1960 b,4983.0,15.181,Super Earth,2021,2.26,Earth,1.307,Earth,0.0354,0.0062970566,0.0,Transit,1,[5102.68080808]
Kepler-1885 b,2670.0,14.851,Super Earth,2021,2.89,Earth,1.511,Earth,0.036,0.0068446267,0.0,Transit,0,[2568.35918367]
Kepler-115 b,2034.0,13.545,Super Earth,2014,1.32,Earth,1.09,Earth,0.036,0.006570842,0.0,Transit,0,[2568.35918367]
Kepler-872 b,2870.0,15.242,Super Earth,2016,4.62,Earth,1.99,Earth,0.0362,0.007118412,0.0,Transit,0,[2568.35918367]
Kepler-1363 b,1767.0,15.454,Super Earth,2016,2.1,Earth,1.25,Earth,0.0363,0.007939767,0.0,Transit,0,[2568.35918367]
HATS-70 b,4759.0,12.227,Gas Giant,2019,12.9,Jupiter,1.384,Jupiter,0.03632,0.005201916,0.18,Transit,1,[5102.68080808]
Kepler-1573 b,4747.0,15.304,Super Earth,2016,1.87,Earth,1.2,Earth,0.0364,0.007118412,0.0,Transit,1,[5102.68080808]
Kepler-1575 b,4067.0,15.53,Super Earth,2016,2.27,Earth,1.31,Earth,0.0366,0.007118412,0.0,Transit,1,[5102.68080808]
HATS-54 b,2442.0,13.937,Gas Giant,2019,0.753,Jupiter,1.015,Jupiter,0.037,0.0068446267,0.0,Transit,0,[2568.35918367]
Kepler-664 b,3947.0,15.663,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0374,0.0068446267,0.0,Transit,1,[5102.68080808]
Kepler-917 b,11288.0,15.896,Super Earth,2016,4.31,Earth,1.91,Earth,0.0378,0.008213553,0.0,Transit,1,[5102.68080808]
Kepler-228 b,5365.0,15.902,Super Earth,2014,2.96,Earth,1.53,Earth,0.038,0.007118412,0.0,Transit,1,[5102.68080808]
Kepler-1078 b,8095.0,15.703,Super Earth,2016,4.27,Earth,1.9,Earth,0.0388,0.008213553,0.0,Transit,1,[5102.68080808]
Kepler-1250 b,6938.0,15.693,Super Earth,2016,4.35,Earth,1.92,Earth,0.0393,0.007118412,0.0,Transit,1,[5102.68080808]
Kepler-1859 b,4343.0,15.178,Super Earth,2021,3.13,Earth,1.583,Earth,0.0394,0.0073921974,0.0,Transit,1,[5102.68080808]
Kepler-730 c,6312.0,15.782,Super Earth,2018,3.09,Earth,1.569,Earth,0.03997,0.007939767,0.0,Transit,1,[5102.68080808]
Kepler-1592 b,5348.0,14.94,Super Earth,2016,2.99,Earth,1.54,Earth,0.04,0.008487337,0.0,Transit,1,[5102.68080808]
Kepler-234 b,5653.0,15.747,Neptune-like,2014,13.2,Earth,0.33,Jupiter,0.04,0.0073921974,0.0,Transit,1,[5102.68080808]
CoRoT-21 b,4563.0,16.058,Gas Giant,2012,2.26,Jupiter,1.3,Jupiter,0.0417,0.0073921974,0.0,Transit,1,[5102.68080808]
Kepler-374 c,4128.0,14.701,Super Earth,2014,1.37,Earth,1.1,Earth,0.042,0.009034907,0.0,Transit,1,[5102.68080808]
Kepler-286 c,4002.0,15.863,Super Earth,2014,2.45,Earth,1.37,Earth,0.042,0.009582478,0.0,Transit,1,[5102.68080808]
Kepler-1900 b,5025.0,15.502,Super Earth,2021,3.27,Earth,1.623,Earth,0.042,0.008213553,0.0,Transit,1,[5102.68080808]
Kepler-708 b,4548.0,15.61,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.0426,0.008761123,0.0,Transit,1,[5102.68080808]
Kepler-1597 b,3983.0,14.257,Super Earth,2016,1.2,Earth,1.06,Earth,0.0427,0.007939767,0.0,Transit,1,[5102.68080808]
HAT-P-63 b,14624.0,20.1544,Gas Giant,2021,0.614,Jupiter,1.119,Jupiter,0.04294,0.009308693,0.069,Transit,3,[19324.4]
HAT-P-63 b,14624.0,20.1544,Gas Giant,2021,0.614,Jupiter,1.119,Jupiter,0.04294,0.009308693,0.069,Transit,3,[19324.4]
Kepler-729 b,6267.0,15.567,Neptune-like,2016,12.5,Earth,0.319,Jupiter,0.0432,0.008761123,0.0,Transit,1,[5102.68080808]
OGLE-TR-10 b,4387.0,16.006,Gas Giant,2004,0.62,Jupiter,1.25,Jupiter,0.0434,0.008487337,0.82,Transit,1,[5102.68080808]
Kepler-493 b,5695.0,15.268,Gas Giant,2016,118.0,Jupiter,1.35,Jupiter,0.0439,0.008213553,0.0,Transit,1,[5102.68080808]
Kepler-1292 b,4872.0,16.337,Super Earth,2016,3.97,Earth,1.82,Earth,0.0443,0.009034907,0.0,Transit,1,[5102.68080808]
SWEEPS-4 b,27727.0,18.8,Gas Giant,2006,3.8,Jupiter,0.81,Jupiter,0.055,0.011498973,0.0,Transit,3,[19324.4]
SWEEPS-4 b,27727.0,18.8,Gas Giant,2006,3.8,Jupiter,0.81,Jupiter,0.055,0.011498973,0.0,Transit,3,[19324.4]
MOA-bin-29 b,23225.0,44.61,Gas Giant,2019,0.6,Jupiter,1.26,Jupiter,0.48,1.9,0.0,Gravitational Microlensing,3,[19324.4]
MOA-bin-29 b,23225.0,44.61,Gas Giant,2019,0.6,Jupiter,1.26,Jupiter,0.48,1.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2018-BLG-1185L b,24139.0,29.3,Neptune-like,2021,8.4,Earth,0.253,Jupiter,1.54,3.1,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2018-BLG-1185L b,24139.0,29.3,Neptune-like,2021,8.4,Earth,0.253,Jupiter,1.54,3.1,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2007-BLG-368L b,19246.0,17.71,Neptune-like,2009,20.0,Earth,0.421,Jupiter,2.8,5.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2007-BLG-368L b,19246.0,17.71,Neptune-like,2009,20.0,Earth,0.421,Jupiter,2.8,5.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2017-BLG-0406L b,16962.0,26.1,Gas Giant,2020,0.41,Jupiter,1.27,Jupiter,3.5,8.8,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2017-BLG-0406L b,16962.0,26.1,Gas Giant,2020,0.41,Jupiter,1.27,Jupiter,3.5,8.8,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2005-BLG-169L b,13374.0,22.783,Neptune-like,2006,14.1,Earth,0.343,Jupiter,3.5,7.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2005-BLG-169L b,13374.0,22.783,Neptune-like,2006,14.1,Earth,0.343,Jupiter,3.5,7.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2012-BLG-0026L b,13110.0,20.66,Gas Giant,2012,0.145,Jupiter,0.688,Jupiter,4.0,7.8,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2012-BLG-0026L b,13110.0,20.66,Gas Giant,2012,0.145,Jupiter,0.688,Jupiter,4.0,7.8,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2012-BLG-0026L c,13110.0,20.66,Gas Giant,2012,0.86,Jupiter,1.24,Jupiter,4.8,10.2,0.0,Gravitational Microlensing,3,[19324.4]
