name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,clusters,centroid
PDS 70 c,369.0,12.032,Gas Giant,2019,2.0,Jupiter,2.04,Jupiter,34.0,227.5,0.11,Direct Imaging,2,[564.23182711]
HD 105618 c,229.0,8.63,Gas Giant,2022,26.90216,Jupiter,1.07,Jupiter,35.74703,211.3,0.13,Radial Velocity,2,[564.23182711]
HR 8799 b,135.0,5.98,Gas Giant,2008,7.0,Jupiter,1.2,Jupiter,68.0,465.8,0.0,Direct Imaging,2,[564.23182711]
2MASS J01033563-5515561 AB b,154.0,15.788,Gas Giant,2013,13.0,Jupiter,1.1,Jupiter,84.0,1767.2,0.0,Direct Imaging,2,[564.23182711]
TYC 8998-760-1 b,309.0,11.124,Gas Giant,2020,14.0,Jupiter,1.1,Jupiter,162.0,2063.1,0.0,Direct Imaging,2,[564.23182711]
ROXs 12 b,446.0,14.763,Gas Giant,2013,16.0,Jupiter,1.09,Jupiter,210.0,3264.5,0.83,Direct Imaging,2,[564.23182711]
HD 203030 b,128.0,8.45,Gas Giant,2006,11.0,Jupiter,1.29,Jupiter,487.1,11094.6,0.0,Direct Imaging,2,[564.23182711]
b Centauri AB b,320.0,4.01,Gas Giant,2021,10.9,Jupiter,1.11,Jupiter,556.0,4904.1,0.4,Direct Imaging,2,[564.23182711]
SWEEPS-11 b,27727.0,19.83,Gas Giant,2006,9.7,Jupiter,1.13,Jupiter,0.03,0.004928131,0.0,Transit,3,[19324.4]
SWEEPS-11 b,27727.0,19.83,Gas Giant,2006,9.7,Jupiter,1.13,Jupiter,0.03,0.004928131,0.0,Transit,3,[19324.4]
HAT-P-63 b,14624.0,20.1544,Gas Giant,2021,0.614,Jupiter,1.119,Jupiter,0.04294,0.009308693,0.069,Transit,3,[19324.4]
HAT-P-63 b,14624.0,20.1544,Gas Giant,2021,0.614,Jupiter,1.119,Jupiter,0.04294,0.009308693,0.069,Transit,3,[19324.4]
SWEEPS-4 b,27727.0,18.8,Gas Giant,2006,3.8,Jupiter,0.81,Jupiter,0.055,0.011498973,0.0,Transit,3,[19324.4]
SWEEPS-4 b,27727.0,18.8,Gas Giant,2006,3.8,Jupiter,0.81,Jupiter,0.055,0.011498973,0.0,Transit,3,[19324.4]
MOA-bin-29 b,23225.0,44.61,Gas Giant,2019,0.6,Jupiter,1.26,Jupiter,0.48,1.9,0.0,Gravitational Microlensing,3,[19324.4]
MOA-bin-29 b,23225.0,44.61,Gas Giant,2019,0.6,Jupiter,1.26,Jupiter,0.48,1.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2018-BLG-1185L b,24139.0,29.3,Neptune-like,2021,8.4,Earth,0.253,Jupiter,1.54,3.1,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2018-BLG-1185L b,24139.0,29.3,Neptune-like,2021,8.4,Earth,0.253,Jupiter,1.54,3.1,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2007-BLG-368L b,19246.0,17.71,Neptune-like,2009,20.0,Earth,0.421,Jupiter,2.8,5.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2007-BLG-368L b,19246.0,17.71,Neptune-like,2009,20.0,Earth,0.421,Jupiter,2.8,5.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2005-BLG-169L b,13374.0,22.783,Neptune-like,2006,14.1,Earth,0.343,Jupiter,3.5,7.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2005-BLG-169L b,13374.0,22.783,Neptune-like,2006,14.1,Earth,0.343,Jupiter,3.5,7.9,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2017-BLG-0406L b,16962.0,26.1,Gas Giant,2020,0.41,Jupiter,1.27,Jupiter,3.5,8.8,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2017-BLG-0406L b,16962.0,26.1,Gas Giant,2020,0.41,Jupiter,1.27,Jupiter,3.5,8.8,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2012-BLG-0026L b,13110.0,20.66,Gas Giant,2012,0.145,Jupiter,0.688,Jupiter,4.0,7.8,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2012-BLG-0026L b,13110.0,20.66,Gas Giant,2012,0.145,Jupiter,0.688,Jupiter,4.0,7.8,0.0,Gravitational Microlensing,3,[19324.4]
OGLE-2012-BLG-0026L c,13110.0,20.66,Gas Giant,2012,0.86,Jupiter,1.24,Jupiter,4.8,10.2,0.0,Gravitational Microlensing,3,[19324.4]
